:ID,:LABEL,content,metadata
Sentence_3bd9e48b-ede5-465e-8fe4-7181a32dd1ec,Sentence,"Water must not freeze in the systems pipes, channels or devices.",{'ID': '50_Finnish_Health-Humidity'}
Sentence_a2bf4b81-52eb-48c0-b753-ed5e939612bf,Sentence,Waterproofing or water pressure barrier must be located on the outer surface of the exterior wall structure against the ground or inside the exterior thermal insulation facing the ground.,{'ID': '87_Finnish_Health-Humidity'}
Sentence_7ca3a924-dd3a-450e-af24-4d456d6c1b32,Sentence,"Wet room waterproofing must form a whole which is impermeable on all waterproofed surfaces as well as on their seams, penetrations and joints.",{'ID': '113_Finnish_Health-Humidity'}
Sentence_38322c6e-7509-4638-9a8d-74d5cfb777b2,Sentence,A new district heat network should be taken as meaning any other district heat network.,{'ID': '83_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d,Sentence,An upstand built on site should not exceed a U-value of 0.35W/(m2K).,{'ID': '115_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_043258d7-d35e-42d9-87c5-b83565c39ad6,Sentence,"Before elements are concealed by subsequent work, an onsite audit should be undertaken to confirm that the designed details have been constructed.",{'ID': '133_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_72b3e031-a732-4749-af3e-ffd5c635e830,Sentence,Boards should be fitted to the structure to avoid any gaps between board edges and between the board facings.,{'ID': '145_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_bfe386ee-8c0b-41d4-9967-6e873edf7229,Sentence,"Floors and foundations: insulation should be installed tight to the structure, without air gaps between insulation panels and at edges.",{'ID': '148_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_a1f91cfd-21f8-49a4-8468-746f49f4848e,Sentence,"For a building that contains more than one dwelling for example a block of flats or a terrace of houses an average target primary energy rate, target emission rate and target fabric energy efficiency rate may be calculated as an alternative to individual target rates for each dwelling.",{'ID': '50_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_bd1438b0-ce84-4908-8d01-6c0884aa4650,Sentence,"For roof-lights, U-values should be calculated based on a horizontal position.",{'ID': '111_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_9fee4426-8d7f-40f9-bc6f-562a5d3fd9b4,Sentence,"For roofs insulated at ceiling level, the long-term protection of the insulation layer should be considered: boarded areas should be provided above the insulation to give access for maintenance.",{'ID': '144_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_d5e04f9c-3e74-4ade-8a8c-07b77efd3fd1,Sentence,"For windows and roof windows, U-values should be calculated based on a vertical position.",{'ID': '110_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_986f7853-4975-4ecd-8f10-a75d818eb44a,Sentence,"Fully insulated and continuous cavity closers should be used, installed tight to the insulation and cavity apertures.",{'ID': '140_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_5b1fe636-d2aa-4382-885e-a4f8a2cae4d4,Sentence,"Generally, a thermal element once upgraded should not have a U-value greater than 0.7W/(m2K).",{'ID': '125_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_984c252b-74f4-4d85-9080-1c8ae1851eca,Sentence,"If performance requires thicker glass to be used, an equivalent window unit with standard thickness (6mm) glazing should be shown to meet the required standard.",{'ID': '113_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_5925ca4d-801c-42e4-b581-a176dea2519f,Sentence,"If thermal energy is supplied from a district heat network, a CO2 emission factor and primary energy factor for the heat delivered to the dwelling by the district heat network should be calculated.",{'ID': '76_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_78d904cd-b605-43a6-b3a4-34c22f557123,Sentence,"Instead, the dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.",{'ID': '84_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_d0ef750b-078c-4e63-a57f-298674c06a5e,Sentence,Moisture-resistant insulation should be fitted below damp-proof course level and extend to the foundation block/structure.,{'ID': '136_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_ebb26e9f-622f-4faa-a2c8-997158e30499,Sentence,Mortar snots should be removed to ensure a tight fit with the structure and cavities cleared of all debris.,{'ID': '142_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_8805ec9f-3f5f-44fc-9078-3ae62439c973,Sentence,"NOTE: When a single U-value is calculated for a product range of doors, the configuration of the door chosen for the calculation should be the worst performing in the product range.",{'ID': '108_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_01d924bf-4a69-4eb8-b05e-ce993aee3d45,Sentence,Perimeter insulation should be continuous and have a minimum thickness of 25mm.,{'ID': '135_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_61bc1c7a-62f8-43c1-9c71-6e3073695cbe,Sentence,"Roofs: insulation should be installed tight to the structure, without air gaps, and should extend to the wall insulation.",{'ID': '143_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_caf32693-fa0e-43ba-aa9f-526bcba734fa,Sentence,Single glazing should be supplemented with low-emissivity secondary glazing.,{'ID': '119_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_f4b90866-b477-4fe0-a96f-3d6e0d1bd2f6,Sentence,The annual percentage of heat supplied from each heat source should be the same for each newly connected dwelling.,{'ID': '79_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_07565483-7508-43fc-b15e-82d95881e81e,Sentence,"The average dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate should be calculated using the same averaging methodology.",{'ID': '70_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_41d06a37-5039-4dc0-aae1-0fe3abbd84fc,Sentence,The building fabric should be constructed so that the insulation is reasonably continuous across newly built elements.,{'ID': '132_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_45adb0b6-63ee-4f42-b6a3-8fc396221c67,Sentence,The depth of the insulation plus any required air gap should be at least to the depth of the rafters.,{'ID': '128_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_ca1bbebb-fe4e-48d8-8cdf-eef13cd79ee9,Sentence,The dwelling emission rate must not exceed the individual dwellings target emission rate.,{'ID': '65_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_9ff8b8fd-5361-4c3d-9a7e-7459276c8df7,Sentence,The dwelling fabric energy efficiency rate must not exceed the individual dwellings target fabric energy efficiency rate.,{'ID': '66_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_ef4f54b6-1099-4404-9fa2-d0c0d5e55543,Sentence,The dwelling primary energy rate must not exceed the individual dwellings target primary energy rate.,{'ID': '64_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_3835aa39-14bc-4c7a-a029-a5ce391bad76,Sentence,The efficiency of the secondary heating appliance with its appropriate fuel should be used in the calculation of the dwelling primary energy rate and dwelling emission rate.,{'ID': '73_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_cb531516-b36e-4155-a8fa-5114e3e71dbc,Sentence,The insulant should be chosen to achieve the lowest practicable U-value.,{'ID': '129_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_c7035b48-7244-40a9-a70e-1d244caf72ac,Sentence,"The same approved calculation tool must be used to calculate the target primary energy rate, target emission rate and target fabric energy efficiency rate and the dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate.",{'ID': '56_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_3c0a8ccb-d813-40fb-b69b-88250d3bc4ec,Sentence,These fittings should not exceed a centre pane U-value of 1.2W/(m2K).,{'ID': '118_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_f6a682fb-f427-41d0-9219-3a45d2134be6,Sentence,"To correctly assess whether an element meets the limiting U-value, the U-value must be calculated for the element in the appropriate plane - either horizontal or vertical.",{'ID': '109_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_7dbe5dbf-39fb-4ba4-bc75-d6ac7898e615,Sentence,"U-values for rooflights or rooflight-and-kerb assemblies should be based on the developed surface area of the rooflight (U-values), which is often greater than the area of the roof opening.",{'ID': '114_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_d30364dd-539e-4351-9d53-89ad358a4b44,Sentence,"U-values for rooflights or rooflight-and-kerb assemblies should be based on the outer developed surface area, which is often greater than the area of the roof opening.",{'ID': '122_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_9a90337f-e2d2-4989-9e33-f6e4b64b755a,Sentence,"U-values should be assessed for the whole fabric element (e.g. in the case of a window, the combined performance of the glazing and the frame).",{'ID': '104_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_891e9eee-4a4b-4d7c-8051-3aee8302cd6b,Sentence,"Walls: insulation should be fitted without any air gaps and tight to the structure, cavity closers, lintels and cavity trays.",{'ID': '141_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_56166e36-b14b-4632-9767-70b71d335d9c,Sentence,"When a dwelling undergoes a major renovation, the technical, environmental and economic feasibility of installing high-efficiency alternative systems should be considered.",{'ID': '98_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_759d26ff-821f-4949-9096-a7e15c5580f6,Sentence,Windows and doors: should be installed in such a way that the thermal integrity of the insulated plane is maintained.,{'ID': '137_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_3639910c-8ebf-499a-aeec-6f1951b28134,Sentence,"Additionally, insulated plaster-board should be used in reveals to abut jambs and should be considered within reveal soffits.",{'ID': '166_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_561480d1-56e5-41be-a56d-f2f2222bcb17,Sentence,"Any damage, such as tears, should be repaired before boarding.",{'ID': '185_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_16f6f10e-f32f-48b2-85f9-123cdb5448ee,Sentence,Any unavoidable gaps between boards should be infilled using compressible tape (e.g. for boards within roof rafters) or low expansion foam (e.g. for boards within wall cavities).,{'ID': '147_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_9415ae4b-7a74-4c70-a245-e4381c6d71bf,Sentence,"At gables and party walls, insulation should extend to the wall; if the space between the wall and joist is less than 100mm, perimeter insulation may be required.",{'ID': '170_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_0fdce0b1-7992-401f-aa84-ad7f2acca23d,Sentence,Cavity walls: the inner block leaf mortar joint should be fully filled and pointed within the cavity.,{'ID': '184_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_98ef7ffc-fba9-439f-ab36-5fd6fd1d8e0f,Sentence,Complex details should be avoided wherever possible.,{'ID': '154_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_353ebb10-20b6-4100-acfa-1afed0784b33,Sentence,Designs should clearly indicate means to limit disruption to the insulation.,{'ID': '150_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_b6a045c9-d3a7-4144-a390-8dd21252078d,Sentence,Drawings should be provided for junctions.,{'ID': '153_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_32dec356-9315-4ea6-9213-86ad0a72802b,Sentence,Drawings should be reviewed by the designer and installer and should include specifications for key materials.,{'ID': '177_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_96b38b2d-e67c-457c-86d4-2a47a1b834b1,Sentence,"Drawings: all relevant drawings should be provided to clearly identify the position, continuity and extent of the air barrier.",{'ID': '176_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_1fba7a26-6331-4e4b-a855-fc916a81bd06,Sentence,Fixings: care should be taken to ensure that fixings do not damage the airtightness barrier.,{'ID': '187_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_05fdde92-d8af-42ad-963b-9019c69a8ab3,Sentence,"For a timber frame where the intermediate floor structure breaches the external wall insulation, further insulation of the same thickness as the insulation used in the external wall should be included within the depth of the intermediate floor structure.",{'ID': '163_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_87c9cfa3-8093-497d-be10-dc054abe7062,Sentence,"For common leaf lintels, the base plate should not be continuous and the lintel core should be insulated.",{'ID': '164_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_45b99da0-5bce-49b7-9ce2-04810c7e5a19,Sentence,"For recessed meter boxes on the cold side of the construction, insulation should be installed behind the enclosure.",{'ID': '151_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_7d7d55f1-b28d-4ce8-aec6-dd4dc0786ce8,Sentence,"For sizes of cylinder not listed, the heat loss from the cylinder should not exceed (16.66 8.33 V0.4)/(1000 24), where V is the volume in litres.",{'ID': '208_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_bc5a76fa-f0ec-47d5-b8e3-0e9458f3f140,Sentence,"Foundations: wherever possible, blocks below the damp-proof course should be the same as those specified in the design for the above-ground main wall element (in masonry construction).",{'ID': '159_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_9953a539-8775-467a-9028-f51fe6d0f9f6,Sentence,Grommets or flexible collars should be used around incoming services and sealed to the air barrier with air-sealing tape or sealant.,{'ID': '179_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_67657794-a272-4ab2-9b19-df29e9d24844,Sentence,Ground floors and external walls: the wall-to-floor junctions should be detailed to achieve continuity of insulation.,{'ID': '160_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_bd670961-83e8-410a-85a4-578f2d00c626,Sentence,"In all cases, roof insulation should be continuous with wall insulation.",{'ID': '168_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_aa7c5790-2189-451d-bd0e-956a257a7b6d,Sentence,"In an existing system, when a boiler or hot water storage vessel is replaced, any accessible pipes in the dwelling should be insulated.",{'ID': '201_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_c7137e3d-e3f2-4a19-87bc-ccb194d42c74,Sentence,"Incoming services: ducts, and cables wherever possible, should be grouped to minimise how often the air barrier is penetrated, while ensuring sufficient space to allow adequate screed flow between ducts.",{'ID': '178_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_54f4e30f-d171-4156-ae87-7aed3541dd18,Sentence,Insulated cavity closers should be used for all construction types.,{'ID': '165_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_405a2082-beb9-4c5f-bc9f-d688b72e723b,Sentence,Intermediate floors: floor-to-wall junctions should be detailed to ensure that insulation in the external wall is continuous.,{'ID': '162_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_ec419055-6ed3-4dac-9879-748e2d365a26,Sentence,"Internal building services: where services penetrate the air barrier, holes should be as small as possible and should be core drilled to limit damage.",{'ID': '180_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_26f33f06-e967-4d55-9e73-30990f52ac82,Sentence,"Loft hatches: where the roof is insulated at ceiling level, hatches should be suitably designed and installed to ensure optimum airtightness.",{'ID': '189_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_2b60007d-59a3-4a18-a184-89e76ee17454,Sentence,Masonry construction: external or cavity wall insulation should extend below the damp-proof course (where applicable) and be at least the equivalent of one full block height (215mm) below the underside of the floor structure/slab and beyond the depth of the floor insulation.,{'ID': '161_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_f51da5c6-7614-4719-8150-e22851e4aa12,Sentence,"The building fabric should be constructed so that thermal bridging, including at the party wall, is reasonably limited.",{'ID': '152_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_78094ea9-f870-40e9-8174-8dfce8f30a90,Sentence,The penetrating services should be sealed to the air barrier using proprietary grommets or collars with air-sealing tape or sealant.,{'ID': '181_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_3d0bbf85-327f-4f92-a468-201f81080779,Sentence,The roof insulation should be installed when the eaves are still accessible.,{'ID': '169_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_549fd984-e319-47d9-9a86-4ea7f4cbf508,Sentence,The space between the air barrier and the insulation layer should be filled with solid material.,{'ID': '191_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_588857f5-9281-4c32-8d83-c98230d5b934,Sentence,The use of boards with lapped or tongue and groove edges should be considered.,{'ID': '146_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_a68b404d-d10a-4e48-b25b-907261271e75,Sentence,Voids between insulation at the top of the external wall and the cavity wall/timber frame insulation should be fully filled with insulation.,{'ID': '171_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_ec2e84a5-89bc-4c16-9a55-1965efd13981,Sentence,"Wall insulation should be installed to the top of the wall plate; in some places, such as the eaves, this may be above the cavity closure or barrier.",{'ID': '167_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_5305da48-b810-4fd8-a0b3-7520f89ff401,Sentence,"When installing or renovating thermal elements, the element being installed should be draught-proofed, and air-leakage gaps should be filled.",{'ID': '194_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_419892bb-5044-4c63-a8ba-7747ad52c23d,Sentence,"When installing windows, roof windows, rooflights or doors (all of which are controlled fittings), the controlled fitting should be well fitted and reasonably draught-proof.",{'ID': '195_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_783c19fa-0ef2-466f-b3e9-d4690e34ac5f,Sentence,Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,{'ID': '214_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_8fec1c4a-527e-49b6-9267-89ff700a9291,Sentence,"Where membranes are penetrated, careful detailing should be used to achieve a robust and durable seal at these penetrations.",{'ID': '182_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_536b172d-ccd1-479a-8136-6ee05db0f264,Sentence,"Where pipework is above ground, the performance of the pipe insulation should be at least as high as the insulating performance of pipework in the buried part of the system.",{'ID': '205_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_fe2a31f5-7b10-4b21-ad13-154856ecdcc8,Sentence,"Where sheathing board forms the air barrier, airsealing tape should be applied at junctions and edges.",{'ID': '186_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_51550284-0701-41b2-9a76-a0061d16938a,Sentence,"Windows and doors: to ensure continuity of the air barrier, window and door units should connect to the primary air barrier and window and door frames should be taped to surrounding structural openings, using air sealing tape.",{'ID': '188_UK_DocL_V1_ConsrvationOfFuelAndPower'}
Sentence_c9983da5-23f1-4211-88ce-68e4753e4ab9,Sentence,"A target primary energy rate, target emission rate, building primary energy rate and the building emission rate should be calculated for non-exempt buildings with low energy demand.",{'ID': '102_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_9b329413-b6d6-4953-9b34-c82d3a2e9c44,Sentence,"Before a new heating appliance is installed, all central heating and primary hot water circuits should be thoroughly cleaned and flushed out.",{'ID': '216_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_0667134c-1290-4fe0-99eb-41c0b9e63a27,Sentence,CO2 emissions and primary energy associated with the thermal energy streams of a trigeneration scheme should be attributed in proportion to the output energy streams.,{'ID': '67_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_76bf63bd-30f4-440d-81a0-61ca16170f70,Sentence,Control should be maximised and heat gain to uninsulated pipes should only be permitted where the proportion of the cooling load relating to distribution pipework is less than 1 of the total load.,{'ID': '177_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_3d436e01-915c-403d-8e80-5b5fbfaa9b0d,Sentence,Cooling pipework should be insulated along its whole length.,{'ID': '176_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_cccbc1ea-27be-4d7b-b53c-3cb467a51020,Sentence,"For heating and cooling systems in a new non-domestic building, or when a heat generator such as a boiler is replaced in an existing non-domestic building, each room should be provided with thermostatic room controls.",{'ID': '220_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_f4557f58-1986-4de0-b0b8-539906b7fbcb,Sentence,"For rooflights, U-values should be calculated based on a horizontal position.",{'ID': '130_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_2f89cb06-3ee9-49b5-ac36-46f31ae3928f,Sentence,Hot water pipework should be insulated in all areas inside and outside the building unless it can be demonstrated that the heat is always useful.,{'ID': '170_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_f505cec8-d1a6-41ae-b2ba-68ac19f64be2,Sentence,"If other performance (e.g. wind load, safety, security or acoustic attenuation) requires thicker glass to be used, an equivalent window unit with standard thickness glazing should be shown to meet the required standard.",{'ID': '137_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_4e8c5c50-44af-48f6-b959-e6f9b31afa1e,Sentence,"If the planned time of use of a modular or portable building in a single location is less than two years, the only practical heating technology may be electric resistance heating.",{'ID': '89_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_8e8f4fb5-00b5-404f-89df-a07287984748,Sentence,"In buildings with a total useful floor area greater than 1000m2, automatic meter reading and data collection facilities should be installed.",{'ID': '229_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_d7b27bbb-ac51-4036-8073-d094cbe994db,Sentence,"In cases where the Energy Related Products Regulations and the Building Regulations both apply, both standards should be met.",{'ID': '232_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_9abdce80-0a4a-400a-8725-205bb3b887e4,Sentence,"In hard water areas, suitable measures should be taken to treat the feed water to water heaters and the hot water circuit of combination boilers to reduce limescale accumulation.",{'ID': '218_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_efe27c3d-80a8-4999-9310-77160105fe37,Sentence,"Instead, the building primary energy rate and building emission rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.",{'ID': '91_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_50e89a86-e2be-439d-b230-79274cd7199b,Sentence,Modular and portable buildings with a planned service life of more than two years at a single location should be shown to comply with the energy efficiency requirements.,{'ID': '81_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_05864826-21ef-4ae7-9af8-2aaeffc7267a,Sentence,Modular and portable buildings with a planned service life of more than two years but with an intended time of use in a single location of less than two years should be shown to comply with the energy efficiency requirements.,{'ID': '83_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_710ef992-e187-4b1a-894b-e0e222f54359,Sentence,"NOTE: For grid-supplied electricity, a CO2 emission factor of 0.136kgCO2/kWh and primary energy factor of 1.501kWhPE/kWh should be used.",{'ID': '199_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_f02161e2-1942-4ddf-9627-e3343df63909,Sentence,"System controls should be wired so that when there is no demand for space heating, the heating appliance and pump are switched off.",{'ID': '214_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_a28272ea-f4a9-4e36-93b6-2fe9c692ba0d,Sentence,"The building control body should be notified that the analysis of high-efficiency alternative systems has been undertaken, that it is documented and is available to be verified.",{'ID': '115_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_b0642cd3-50f1-4266-9d63-7437dcc85167,Sentence,The building envelope should be insulated to a degree that is reasonable in the particular case.,{'ID': '105_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_b4cef2a7-038c-4f72-8ea6-20e43d766165,Sentence,"The building primary energy rate and building emission rate submission should be accompanied by a report, signed by a suitably qualified person, detailing how the CO2 emission factors and primary energy factors have been derived.",{'ID': '70_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_5e51b653-449e-4d00-be19-0e20ecff5c49,Sentence,The default condition should be off.,{'ID': '213_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_333d5feb-81a7-47b9-bc60-64d51e7845b0,Sentence,The insulation should be reasonably continuous across newly built elements.,{'ID': '149_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_aa774d9d-2414-4e6f-9c4e-9b7c5abde23b,Sentence,The outputs of any renewable systems should be separately monitored.,{'ID': '228_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_6f8ec958-3a3c-4cc7-ace9-fdbdd01ab4c2,Sentence,The service should be appropriate to the requirements of the space.,{'ID': '212_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_b8365796-12c1-47c1-9682-ff6131a75f21,Sentence,"The various enduse categories, such as heating, lighting and cooling, should be submetered in such a way that at least 90 of the annual energy consumption of each fuel can be assigned to an enduse.",{'ID': '227_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_13a437c0-918c-47f2-85bd-b80dd69eb027,Sentence,"There are no limits on the design of display windows and similar glazing, but for new buildings their impact must be taken into account in the calculation of primary energy and CO2 emissions.",{'ID': '138_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_ef9dc94d-b79c-4fba-897a-eed2b90084b2,Sentence,"Thermal bridging, including at the party wall, should be reasonably limited.",{'ID': '150_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_1e0aa8d6-4291-4a33-883c-b88453c83287,Sentence,"To correctly assess whether an element meets the limiting U-value, the U-value must be calculated for the element in the appropriate plane either horizontal or vertical.",{'ID': '128_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_7a6635fc-c464-4d61-8ef1-2fdbf13bb9e7,Sentence,"U-values for rooflights or rooflight-and-kerb assemblies should be based on the developed surface area of the rooflight (U_d values), which is often greater than the area of the roof opening.",{'ID': '140_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_8db97194-2e07-415d-a4e0-1f32790d1d8a,Sentence,"U-values should be assessed for the whole thermal element (e.g. in the caseof a window, the combined performance of the glazing and the frame).",{'ID': '123_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_c06bb553-d8f1-47f5-ab33-cfdebb6bca52,Sentence,"When a building undergoes a major renovation, the technical, environmental and economic feasibility of installing high-efficiency alternative systems should be considered.",{'ID': '117_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_3c6b438e-d99a-4c4d-aa19-0ec4f3f27662,Sentence,"When installing controlled fittings, the controlled fitting should be well fitted and reasonably draught-proof.",{'ID': '162_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_23db27ac-b594-4b26-883d-922d713d382a,Sentence,"When installing or renovating thermal elements, the element being installed should be draught-proofed and airleakage gaps should be filled.",{'ID': '161_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_a15ee053-da1e-44cd-bdd9-76cdcb68eaee,Sentence,"Whenever the building is moved to a new location, in which its intended time of use is less than two years, these calculations can be provided as evidence that the energy efficiency requirements are met.",{'ID': '87_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_981a0996-c526-4ee7-b679-0f17bd5ecd29,Sentence,"Where it is not feasible to install a space heating system that can operate at this temperature (e.g. where there is insufficient space for larger radiators, or the existing distribution system is provided with higher temperature heat from a low carbon district heat network), the space heating system should be designed to the lowest design temperature possible that will still meet the heating needs of the building.",{'ID': '209_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_fc129e2c-abfa-48be-9fd6-e85f077ae67b,Sentence,"A space alongside the leading edge of a door should be provided to enable a wheelchair user to reach and grip the door handle, then open the door without releasing hold on the handle and without the footrest colliding with the return wall.",{'ID': '70_UK_DocM_V2_AccessAndUseOfBuildings'}
Sentence_7a42150c-1f5d-449c-ac83-addfe816e46a,Sentence,Accessible entrances should be clearly sign-posted and easily recognisable.,{'ID': '62_UK_DocM_V2_AccessAndUseOfBuildings'}
