:START_ID,:END_ID,:TYPE
fixed,seats,NONE
seats,furnishings,NONE
furnishings,number_of_persons,NONE
number_of_persons,two_persons_per_square_metre,NONE
rooms,fixed,PART_OF
fixed,seats,PART_OF
seats,furnishings,PART_OF
furnishings,number_of_persons,PART_OF
number_of_persons,two_persons_per_square_metre,PART_OF
rooms,fixed,EQUAL
fixed,seats,EQUAL
seats,furnishings,EQUAL
furnishings,number_of_persons,EQUAL
number_of_persons,two_persons_per_square_metre,EQUAL
rooms,fixed,SELECTION
fixed,seats,SELECTION
seats,furnishings,SELECTION
furnishings,number_of_persons,SELECTION
number_of_persons,two_persons_per_square_metre,SELECTION
Sentence_4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9,spaces,HAS_ENTITY
Sentence_4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9,intended_for_more_than_60_persons,HAS_ENTITY
Sentence_4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9,width,HAS_ENTITY
Sentence_4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9,access_route,HAS_ENTITY
Sentence_4e4fdf56-c45b-4d89-b18f-7a2f24a41ba9,1_200_millimetres,HAS_ENTITY
spaces,intended_for_more_than_60_persons,SELECTION
intended_for_more_than_60_persons,width,SELECTION
width,access_route,SELECTION
access_route,1_200_millimetres,SELECTION
spaces,intended_for_more_than_60_persons,NONE
intended_for_more_than_60_persons,width,NONE
width,access_route,NONE
access_route,1_200_millimetres,NONE
spaces,intended_for_more_than_60_persons,PART_OF
intended_for_more_than_60_persons,width,PART_OF
width,access_route,PART_OF
access_route,1_200_millimetres,PART_OF
spaces,intended_for_more_than_60_persons,GREATER_EQUAL
intended_for_more_than_60_persons,width,GREATER_EQUAL
width,access_route,GREATER_EQUAL
access_route,1_200_millimetres,GREATER_EQUAL
Sentence_d687ab7a-74e0-4d2e-8aad-27e009651634,Joints,HAS_ENTITY
Sentence_d687ab7a-74e0-4d2e-8aad-27e009651634,between_vertical_and_horizontal_structures,HAS_ENTITY
Sentence_d687ab7a-74e0-4d2e-8aad-27e009651634,designed_without_a_reduction_factor,HAS_ENTITY
Joints,between_vertical_and_horizontal_structures,SELECTION
between_vertical_and_horizontal_structures,designed_without_a_reduction_factor,SELECTION
Joints,between_vertical_and_horizontal_structures,NECESSITY
between_vertical_and_horizontal_structures,designed_without_a_reduction_factor,NECESSITY
Sentence_7c74b365-6fdd-494d-9675-3ae036c55348,Ladders,HAS_ENTITY
Sentence_7c74b365-6fdd-494d-9675-3ae036c55348,structural_elements,HAS_ENTITY
Sentence_7c74b365-6fdd-494d-9675-3ae036c55348,emergency_exits,HAS_ENTITY
Sentence_7c74b365-6fdd-494d-9675-3ae036c55348,service_routes,HAS_ENTITY
Sentence_7c74b365-6fdd-494d-9675-3ae036c55348,designed_and_constructed,HAS_ENTITY
Sentence_7c74b365-6fdd-494d-9675-3ae036c55348,used_in_an_emergency_situation,HAS_ENTITY
Ladders,structural_elements,PART_OF
structural_elements,emergency_exits,PART_OF
emergency_exits,service_routes,PART_OF
service_routes,designed_and_constructed,PART_OF
designed_and_constructed,used_in_an_emergency_situation,PART_OF
Ladders,structural_elements,NECESSITY
structural_elements,emergency_exits,NECESSITY
emergency_exits,service_routes,NECESSITY
service_routes,designed_and_constructed,NECESSITY
designed_and_constructed,used_in_an_emergency_situation,NECESSITY
Ladders,structural_elements,NONE
structural_elements,emergency_exits,NONE
emergency_exits,service_routes,NONE
service_routes,designed_and_constructed,NONE
designed_and_constructed,used_in_an_emergency_situation,NONE
Ladders,structural_elements,SELECTION
structural_elements,emergency_exits,SELECTION
emergency_exits,service_routes,SELECTION
service_routes,designed_and_constructed,SELECTION
designed_and_constructed,used_in_an_emergency_situation,SELECTION
Sentence_a86b58e8-046f-44b7-8e1b-00c876c8c647,Parapets,HAS_ENTITY
Sentence_a86b58e8-046f-44b7-8e1b-00c876c8c647,categories,HAS_ENTITY
Sentence_a86b58e8-046f-44b7-8e1b-00c876c8c647,A,HAS_ENTITY
Sentence_a86b58e8-046f-44b7-8e1b-00c876c8c647,E,HAS_ENTITY
Sentence_a86b58e8-046f-44b7-8e1b-00c876c8c647,panel_parts,HAS_ENTITY
Sentence_a86b58e8-046f-44b7-8e1b-00c876c8c647,walls,HAS_ENTITY
Sentence_a86b58e8-046f-44b7-8e1b-00c876c8c647,acting_as_parapets,HAS_ENTITY
Sentence_a86b58e8-046f-44b7-8e1b-00c876c8c647,fasteners,HAS_ENTITY
Sentence_a86b58e8-046f-44b7-8e1b-00c876c8c647,designed_to_the_concentrated_load_Qk___0_3_kN_acting_on_a_random_spot,HAS_ENTITY
Parapets,categories,GREATER_EQUAL
categories,A,GREATER_EQUAL
A,E,GREATER_EQUAL
E,panel_parts,GREATER_EQUAL
panel_parts,walls,GREATER_EQUAL
walls,acting_as_parapets,GREATER_EQUAL
acting_as_parapets,fasteners,GREATER_EQUAL
fasteners,designed_to_the_concentrated_load_Qk___0_3_kN_acting_on_a_random_spot,GREATER_EQUAL
Parapets,categories,PART_OF
categories,A,PART_OF
A,E,PART_OF
E,panel_parts,PART_OF
panel_parts,walls,PART_OF
walls,acting_as_parapets,PART_OF
acting_as_parapets,fasteners,PART_OF
fasteners,designed_to_the_concentrated_load_Qk___0_3_kN_acting_on_a_random_spot,PART_OF
Parapets,categories,NONE
categories,A,NONE
A,E,NONE
E,panel_parts,NONE
panel_parts,walls,NONE
walls,acting_as_parapets,NONE
acting_as_parapets,fasteners,NONE
fasteners,designed_to_the_concentrated_load_Qk___0_3_kN_acting_on_a_random_spot,NONE
Parapets,categories,NECESSITY
categories,A,NECESSITY
A,E,NECESSITY
E,panel_parts,NECESSITY
panel_parts,walls,NECESSITY
walls,acting_as_parapets,NECESSITY
acting_as_parapets,fasteners,NECESSITY
fasteners,designed_to_the_concentrated_load_Qk___0_3_kN_acting_on_a_random_spot,NECESSITY
Parapets,categories,SELECTION
categories,A,SELECTION
A,E,SELECTION
E,panel_parts,SELECTION
panel_parts,walls,SELECTION
walls,acting_as_parapets,SELECTION
acting_as_parapets,fasteners,SELECTION
fasteners,designed_to_the_concentrated_load_Qk___0_3_kN_acting_on_a_random_spot,SELECTION
Parapets,categories,LESS_EQUAL
categories,A,LESS_EQUAL
A,E,LESS_EQUAL
E,panel_parts,LESS_EQUAL
panel_parts,walls,LESS_EQUAL
walls,acting_as_parapets,LESS_EQUAL
acting_as_parapets,fasteners,LESS_EQUAL
fasteners,designed_to_the_concentrated_load_Qk___0_3_kN_acting_on_a_random_spot,LESS_EQUAL
Sentence_0f2dbc3b-0f3e-444e-a688-ed8faebd1226,Seats,HAS_ENTITY
Sentence_0f2dbc3b-0f3e-444e-a688-ed8faebd1226,fixed_to_a_base,HAS_ENTITY
Sentence_0f2dbc3b-0f3e-444e-a688-ed8faebd1226,floor,HAS_ENTITY
Sentence_0f2dbc3b-0f3e-444e-a688-ed8faebd1226,seating_area,HAS_ENTITY
Sentence_0f2dbc3b-0f3e-444e-a688-ed8faebd1226,sloped,HAS_ENTITY
Sentence_0f2dbc3b-0f3e-444e-a688-ed8faebd1226,level_differences,HAS_ENTITY
Sentence_0f2dbc3b-0f3e-444e-a688-ed8faebd1226,between_the_floors_of_the_respective_rows_of_seats,HAS_ENTITY
Seats,fixed_to_a_base,SELECTION
fixed_to_a_base,floor,SELECTION
floor,seating_area,SELECTION
seating_area,sloped,SELECTION
sloped,level_differences,SELECTION
level_differences,between_the_floors_of_the_respective_rows_of_seats,SELECTION
Seats,fixed_to_a_base,NONE
fixed_to_a_base,floor,NONE
floor,seating_area,NONE
seating_area,sloped,NONE
sloped,level_differences,NONE
level_differences,between_the_floors_of_the_respective_rows_of_seats,NONE
Seats,fixed_to_a_base,NECESSITY
fixed_to_a_base,floor,NECESSITY
floor,seating_area,NECESSITY
seating_area,sloped,NECESSITY
sloped,level_differences,NECESSITY
level_differences,between_the_floors_of_the_respective_rows_of_seats,NECESSITY
Seats,fixed_to_a_base,PART_OF
fixed_to_a_base,floor,PART_OF
floor,seating_area,PART_OF
seating_area,sloped,PART_OF
sloped,level_differences,PART_OF
level_differences,between_the_floors_of_the_respective_rows_of_seats,PART_OF
Sentence_5ed671ca-0cd0-47e2-ad68-1d910e5ddbdf,access_route,HAS_ENTITY
Sentence_5ed671ca-0cd0-47e2-ad68-1d910e5ddbdf,seating_area,HAS_ENTITY
Sentence_5ed671ca-0cd0-47e2-ad68-1d910e5ddbdf,standing_auditorium,HAS_ENTITY
Sentence_5ed671ca-0cd0-47e2-ad68-1d910e5ddbdf,directly_accessible_from_the_end_of_each_row,HAS_ENTITY
access_route,seating_area,NECESSITY
seating_area,standing_auditorium,NECESSITY
standing_auditorium,directly_accessible_from_the_end_of_each_row,NECESSITY
access_route,seating_area,PART_OF
seating_area,standing_auditorium,PART_OF
standing_auditorium,directly_accessible_from_the_end_of_each_row,PART_OF
Sentence_83ff563b-077a-4849-b526-382fbb012647,breaking,HAS_ENTITY
Sentence_83ff563b-077a-4849-b526-382fbb012647,glass_structure,HAS_ENTITY
Sentence_83ff563b-077a-4849-b526-382fbb012647,light_permeable_structure,HAS_ENTITY
Sentence_83ff563b-077a-4849-b526-382fbb012647,building,HAS_ENTITY
Sentence_83ff563b-077a-4849-b526-382fbb012647,not_cause_a_danger_of_falling_or_a_danger_of_injury_from_fragments_falling_onto_persons_below,HAS_ENTITY
breaking,glass_structure,PART_OF
glass_structure,light_permeable_structure,PART_OF
light_permeable_structure,building,PART_OF
building,not_cause_a_danger_of_falling_or_a_danger_of_injury_from_fragments_falling_onto_persons_below,PART_OF
breaking,glass_structure,NECESSITY
glass_structure,light_permeable_structure,NECESSITY
light_permeable_structure,building,NECESSITY
building,not_cause_a_danger_of_falling_or_a_danger_of_injury_from_fragments_falling_onto_persons_below,NECESSITY
Sentence_73b4b305-8971-489a-a290-f996e1f63e19,clear_width,HAS_ENTITY
Sentence_73b4b305-8971-489a-a290-f996e1f63e19,door,HAS_ENTITY
Sentence_73b4b305-8971-489a-a290-f996e1f63e19,opening,HAS_ENTITY
Sentence_73b4b305-8971-489a-a290-f996e1f63e19,leading_to_room_spaces_of_a_non_residential_building_as_well_as_to_residential_rooms_of_a_residential_building___necessary_spaces_serving_residence_and_spaces_serving_the_use_of_the_building,HAS_ENTITY
Sentence_73b4b305-8971-489a-a290-f996e1f63e19,800_millimetres,HAS_ENTITY
clear_width,door,NONE
door,opening,NONE
opening,leading_to_room_spaces_of_a_non_residential_building_as_well_as_to_residential_rooms_of_a_residential_building___necessary_spaces_serving_residence_and_spaces_serving_the_use_of_the_building,NONE
leading_to_room_spaces_of_a_non_residential_building_as_well_as_to_residential_rooms_of_a_residential_building___necessary_spaces_serving_residence_and_spaces_serving_the_use_of_the_building,800_millimetres,NONE
clear_width,door,PART_OF
door,opening,PART_OF
opening,leading_to_room_spaces_of_a_non_residential_building_as_well_as_to_residential_rooms_of_a_residential_building___necessary_spaces_serving_residence_and_spaces_serving_the_use_of_the_building,PART_OF
leading_to_room_spaces_of_a_non_residential_building_as_well_as_to_residential_rooms_of_a_residential_building___necessary_spaces_serving_residence_and_spaces_serving_the_use_of_the_building,800_millimetres,PART_OF
clear_width,door,SELECTION
door,opening,SELECTION
opening,leading_to_room_spaces_of_a_non_residential_building_as_well_as_to_residential_rooms_of_a_residential_building___necessary_spaces_serving_residence_and_spaces_serving_the_use_of_the_building,SELECTION
leading_to_room_spaces_of_a_non_residential_building_as_well_as_to_residential_rooms_of_a_residential_building___necessary_spaces_serving_residence_and_spaces_serving_the_use_of_the_building,800_millimetres,SELECTION
clear_width,door,GREATER_EQUAL
door,opening,GREATER_EQUAL
opening,leading_to_room_spaces_of_a_non_residential_building_as_well_as_to_residential_rooms_of_a_residential_building___necessary_spaces_serving_residence_and_spaces_serving_the_use_of_the_building,GREATER_EQUAL
leading_to_room_spaces_of_a_non_residential_building_as_well_as_to_residential_rooms_of_a_residential_building___necessary_spaces_serving_residence_and_spaces_serving_the_use_of_the_building,800_millimetres,GREATER_EQUAL
Sentence_53bb982d-5260-4a69-a6dd-71e4f074e676,depth,HAS_ENTITY
Sentence_53bb982d-5260-4a69-a6dd-71e4f074e676,standing_rows,HAS_ENTITY
Sentence_53bb982d-5260-4a69-a6dd-71e4f074e676,half_a_metre,HAS_ENTITY
depth,standing_rows,PART_OF
standing_rows,half_a_metre,PART_OF
depth,standing_rows,GREATER_EQUAL
standing_rows,half_a_metre,GREATER_EQUAL
Sentence_66249fda-33bf-4d93-8bf9-53fb82ad0e95,driveway,HAS_ENTITY
Sentence_66249fda-33bf-4d93-8bf9-53fb82ad0e95,parking_area,HAS_ENTITY
Sentence_66249fda-33bf-4d93-8bf9-53fb82ad0e95,plot,HAS_ENTITY
Sentence_66249fda-33bf-4d93-8bf9-53fb82ad0e95,building_site,HAS_ENTITY
Sentence_66249fda-33bf-4d93-8bf9-53fb82ad0e95,separated_from_pedestrian___play_and_recreation_areas,HAS_ENTITY
driveway,parking_area,PART_OF
parking_area,plot,PART_OF
plot,building_site,PART_OF
building_site,separated_from_pedestrian___play_and_recreation_areas,PART_OF
driveway,parking_area,NECESSITY
parking_area,plot,NECESSITY
plot,building_site,NECESSITY
building_site,separated_from_pedestrian___play_and_recreation_areas,NECESSITY
Sentence_a4dc06ab-99c3-4c8b-b295-eb3e6a64320a,free,HAS_ENTITY
Sentence_a4dc06ab-99c3-4c8b-b295-eb3e6a64320a,height,HAS_ENTITY
Sentence_a4dc06ab-99c3-4c8b-b295-eb3e6a64320a,from_the_ground,HAS_ENTITY
Sentence_a4dc06ab-99c3-4c8b-b295-eb3e6a64320a,from_the_surface_of_a_driveway_or_walkway_of_the_lower_edge_of_a_structural_element___device_or_equipment_protruding_from_the_building___such_as_a_balcony___bay_window___sign___lighting_device_or_awning,HAS_ENTITY
Sentence_a4dc06ab-99c3-4c8b-b295-eb3e6a64320a,2_2_metres,HAS_ENTITY
Sentence_a4dc06ab-99c3-4c8b-b295-eb3e6a64320a,area,HAS_ENTITY
Sentence_a4dc06ab-99c3-4c8b-b295-eb3e6a64320a,protected_so_as_to_prevent_the_danger_of_collision,HAS_ENTITY
free,height,GREATER_EQUAL
height,from_the_ground,GREATER_EQUAL
from_the_ground,from_the_surface_of_a_driveway_or_walkway_of_the_lower_edge_of_a_structural_element___device_or_equipment_protruding_from_the_building___such_as_a_balcony___bay_window___sign___lighting_device_or_awning,GREATER_EQUAL
from_the_surface_of_a_driveway_or_walkway_of_the_lower_edge_of_a_structural_element___device_or_equipment_protruding_from_the_building___such_as_a_balcony___bay_window___sign___lighting_device_or_awning,2_2_metres,GREATER_EQUAL
2_2_metres,area,GREATER_EQUAL
area,protected_so_as_to_prevent_the_danger_of_collision,GREATER_EQUAL
free,height,SELECTION
height,from_the_ground,SELECTION
from_the_ground,from_the_surface_of_a_driveway_or_walkway_of_the_lower_edge_of_a_structural_element___device_or_equipment_protruding_from_the_building___such_as_a_balcony___bay_window___sign___lighting_device_or_awning,SELECTION
from_the_surface_of_a_driveway_or_walkway_of_the_lower_edge_of_a_structural_element___device_or_equipment_protruding_from_the_building___such_as_a_balcony___bay_window___sign___lighting_device_or_awning,2_2_metres,SELECTION
2_2_metres,area,SELECTION
area,protected_so_as_to_prevent_the_danger_of_collision,SELECTION
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,free,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,opening,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,vertical,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,hatch,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,window,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,emergency_exit,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,600_millimetres,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,height,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,500_millimetres,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,width,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,sum,HAS_ENTITY
Sentence_a7e4ad57-ea09-4d8e-8b3a-4d33447237ab,1_500_millimetres,HAS_ENTITY
free,opening,PART_OF
opening,vertical,PART_OF
vertical,hatch,PART_OF
hatch,window,PART_OF
window,emergency_exit,PART_OF
emergency_exit,600_millimetres,PART_OF
600_millimetres,height,PART_OF
height,500_millimetres,PART_OF
500_millimetres,width,PART_OF
width,sum,PART_OF
sum,1_500_millimetres,PART_OF
free,opening,GREATER_EQUAL
opening,vertical,GREATER_EQUAL
vertical,hatch,GREATER_EQUAL
hatch,window,GREATER_EQUAL
window,emergency_exit,GREATER_EQUAL
emergency_exit,600_millimetres,GREATER_EQUAL
600_millimetres,height,GREATER_EQUAL
height,500_millimetres,GREATER_EQUAL
500_millimetres,width,GREATER_EQUAL
width,sum,GREATER_EQUAL
sum,1_500_millimetres,GREATER_EQUAL
free,opening,NONE
opening,vertical,NONE
vertical,hatch,NONE
hatch,window,NONE
window,emergency_exit,NONE
emergency_exit,600_millimetres,NONE
600_millimetres,height,NONE
height,500_millimetres,NONE
500_millimetres,width,NONE
width,sum,NONE
sum,1_500_millimetres,NONE
free,opening,SELECTION
opening,vertical,SELECTION
vertical,hatch,SELECTION
hatch,window,SELECTION
window,emergency_exit,SELECTION
emergency_exit,600_millimetres,SELECTION
600_millimetres,height,SELECTION
height,500_millimetres,SELECTION
500_millimetres,width,SELECTION
width,sum,SELECTION
sum,1_500_millimetres,SELECTION
Sentence_959b4ba1-2cf2-4ae9-84d4-055e9c0040f1,inaccuracies,HAS_ENTITY
Sentence_959b4ba1-2cf2-4ae9-84d4-055e9c0040f1,crane,HAS_ENTITY
Sentence_959b4ba1-2cf2-4ae9-84d4-055e9c0040f1,wheels,HAS_ENTITY
Sentence_959b4ba1-2cf2-4ae9-84d4-055e9c0040f1,determined_together_with_the_crane_supplier,HAS_ENTITY
inaccuracies,crane,PART_OF
crane,wheels,PART_OF
wheels,determined_together_with_the_crane_supplier,PART_OF
inaccuracies,crane,NECESSITY
crane,wheels,NECESSITY
wheels,determined_together_with_the_crane_supplier,NECESSITY
Sentence_2cfc6994-0cbe-4bdf-9ed5-af8d40c79d8c,load,HAS_ENTITY
Sentence_2cfc6994-0cbe-4bdf-9ed5-af8d40c79d8c,stated_on_this_sign_in_kg_m2,HAS_ENTITY
load,stated_on_this_sign_in_kg_m2,NECESSITY
Sentence_493ec553-7761-4d1e-aa98-05d925ddf955,opening,HAS_ENTITY
Sentence_493ec553-7761-4d1e-aa98-05d925ddf955,horizontal,HAS_ENTITY
Sentence_493ec553-7761-4d1e-aa98-05d925ddf955,hatch,HAS_ENTITY
Sentence_493ec553-7761-4d1e-aa98-05d925ddf955,600_x_600_millimetres,HAS_ENTITY
opening,horizontal,SELECTION
horizontal,hatch,SELECTION
hatch,600_x_600_millimetres,SELECTION
opening,horizontal,GREATER_EQUAL
horizontal,hatch,GREATER_EQUAL
hatch,600_x_600_millimetres,GREATER_EQUAL
opening,horizontal,PART_OF
horizontal,hatch,PART_OF
hatch,600_x_600_millimetres,PART_OF
Sentence_cea6e7bd-c494-4146-9f81-3fd2ed64a2a6,slope,HAS_ENTITY
Sentence_cea6e7bd-c494-4146-9f81-3fd2ed64a2a6,floor,HAS_ENTITY
Sentence_cea6e7bd-c494-4146-9f81-3fd2ed64a2a6,surface,HAS_ENTITY
Sentence_cea6e7bd-c494-4146-9f81-3fd2ed64a2a6,seating_area,HAS_ENTITY
Sentence_cea6e7bd-c494-4146-9f81-3fd2ed64a2a6,access_route,HAS_ENTITY
Sentence_cea6e7bd-c494-4146-9f81-3fd2ed64a2a6,8_per_cent___1_12_5__,HAS_ENTITY
slope,floor,PART_OF
floor,surface,PART_OF
surface,seating_area,PART_OF
seating_area,access_route,PART_OF
access_route,8_per_cent___1_12_5__,PART_OF
slope,floor,LESS_EQUAL
floor,surface,LESS_EQUAL
surface,seating_area,LESS_EQUAL
seating_area,access_route,LESS_EQUAL
access_route,8_per_cent___1_12_5__,LESS_EQUAL
Sentence_75c60084-6878-472d-8694-e8739e0dd76c,width,HAS_ENTITY
Sentence_75c60084-6878-472d-8694-e8739e0dd76c,access_routes,HAS_ENTITY
Sentence_75c60084-6878-472d-8694-e8739e0dd76c,assembly_areas,HAS_ENTITY
Sentence_75c60084-6878-472d-8694-e8739e0dd76c,maximum_capacity,HAS_ENTITY
Sentence_75c60084-6878-472d-8694-e8739e0dd76c,60_persons,HAS_ENTITY
Sentence_75c60084-6878-472d-8694-e8739e0dd76c,900_millimetres,HAS_ENTITY
width,access_routes,GREATER_EQUAL
access_routes,assembly_areas,GREATER_EQUAL
assembly_areas,maximum_capacity,GREATER_EQUAL
maximum_capacity,60_persons,GREATER_EQUAL
60_persons,900_millimetres,GREATER_EQUAL
width,access_routes,PART_OF
access_routes,assembly_areas,PART_OF
assembly_areas,maximum_capacity,PART_OF
maximum_capacity,60_persons,PART_OF
60_persons,900_millimetres,PART_OF
width,access_routes,EQUAL
access_routes,assembly_areas,EQUAL
assembly_areas,maximum_capacity,EQUAL
maximum_capacity,60_persons,EQUAL
60_persons,900_millimetres,EQUAL
Sentence_2d94a2e6-2ebd-4c3f-b14a-91741a0ab4b3,Their,HAS_ENTITY
Sentence_2d94a2e6-2ebd-4c3f-b14a-91741a0ab4b3,glazing,HAS_ENTITY
Sentence_2d94a2e6-2ebd-4c3f-b14a-91741a0ab4b3,safety_glass,HAS_ENTITY
Their,glazing,PART_OF
glazing,safety_glass,PART_OF
Their,glazing,NECESSITY
glazing,safety_glass,NECESSITY
Sentence_993e54cc-49c3-43cb-995e-1a951c93c775,warning_sign,HAS_ENTITY
Sentence_993e54cc-49c3-43cb-995e-1a951c93c775,not_posted,HAS_ENTITY
Sentence_993e54cc-49c3-43cb-995e-1a951c93c775,areas,HAS_ENTITY
Sentence_993e54cc-49c3-43cb-995e-1a951c93c775,designed_to_an_axle_load_Qk,HAS_ENTITY
Sentence_993e54cc-49c3-43cb-995e-1a951c93c775,axle_group_load,HAS_ENTITY
Sentence_993e54cc-49c3-43cb-995e-1a951c93c775,190_kN,HAS_ENTITY
warning_sign,not_posted,SELECTION
not_posted,areas,SELECTION
areas,designed_to_an_axle_load_Qk,SELECTION
designed_to_an_axle_load_Qk,axle_group_load,SELECTION
axle_group_load,190_kN,SELECTION
warning_sign,not_posted,NECESSITY
not_posted,areas,NECESSITY
areas,designed_to_an_axle_load_Qk,NECESSITY
designed_to_an_axle_load_Qk,axle_group_load,NECESSITY
axle_group_load,190_kN,NECESSITY
warning_sign,not_posted,EQUAL
not_posted,areas,EQUAL
areas,designed_to_an_axle_load_Qk,EQUAL
designed_to_an_axle_load_Qk,axle_group_load,EQUAL
axle_group_load,190_kN,EQUAL
warning_sign,not_posted,PART_OF
not_posted,areas,PART_OF
areas,designed_to_an_axle_load_Qk,PART_OF
designed_to_an_axle_load_Qk,axle_group_load,PART_OF
axle_group_load,190_kN,PART_OF
Sentence_f41fb8da-16bd-4404-accb-e32727f3736a,Windows,HAS_ENTITY
Sentence_f41fb8da-16bd-4404-accb-e32727f3736a,glass,HAS_ENTITY
Sentence_f41fb8da-16bd-4404-accb-e32727f3736a,walls,HAS_ENTITY
Sentence_f41fb8da-16bd-4404-accb-e32727f3736a,glass,HAS_ENTITY
Sentence_f41fb8da-16bd-4404-accb-e32727f3736a,doors,HAS_ENTITY
Sentence_f41fb8da-16bd-4404-accb-e32727f3736a,danger_of_collision,HAS_ENTITY
Sentence_f41fb8da-16bd-4404-accb-e32727f3736a,marked_in_such_a_way_that_they_can_be_easily_noticed,HAS_ENTITY
Windows,glass,NECESSITY
glass,walls,NECESSITY
walls,glass,NECESSITY
glass,doors,NECESSITY
doors,danger_of_collision,NECESSITY
danger_of_collision,marked_in_such_a_way_that_they_can_be_easily_noticed,NECESSITY
Windows,glass,NONE
glass,walls,NONE
walls,glass,NONE
glass,doors,NONE
doors,danger_of_collision,NONE
danger_of_collision,marked_in_such_a_way_that_they_can_be_easily_noticed,NONE
Windows,glass,SELECTION
glass,walls,SELECTION
walls,glass,SELECTION
glass,doors,SELECTION
doors,danger_of_collision,SELECTION
danger_of_collision,marked_in_such_a_way_that_they_can_be_easily_noticed,SELECTION
Sentence_dae0db09-fd4b-4f2c-99c0-cd742b19d17a,glass_structure,HAS_ENTITY
Sentence_dae0db09-fd4b-4f2c-99c0-cd742b19d17a,light_permeable_structure,HAS_ENTITY
Sentence_dae0db09-fd4b-4f2c-99c0-cd742b19d17a,its,HAS_ENTITY
Sentence_dae0db09-fd4b-4f2c-99c0-cd742b19d17a,mountings,HAS_ENTITY
Sentence_dae0db09-fd4b-4f2c-99c0-cd742b19d17a,withstand_the_load_to_which_it_is_normally_subject,HAS_ENTITY
Sentence_dae0db09-fd4b-4f2c-99c0-cd742b19d17a,structure,HAS_ENTITY
Sentence_dae0db09-fd4b-4f2c-99c0-cd742b19d17a,protected_by_a_fixed_collision_barrier,HAS_ENTITY
glass_structure,light_permeable_structure,NECESSITY
light_permeable_structure,its,NECESSITY
its,mountings,NECESSITY
mountings,withstand_the_load_to_which_it_is_normally_subject,NECESSITY
withstand_the_load_to_which_it_is_normally_subject,structure,NECESSITY
structure,protected_by_a_fixed_collision_barrier,NECESSITY
glass_structure,light_permeable_structure,PART_OF
light_permeable_structure,its,PART_OF
its,mountings,PART_OF
mountings,withstand_the_load_to_which_it_is_normally_subject,PART_OF
withstand_the_load_to_which_it_is_normally_subject,structure,PART_OF
structure,protected_by_a_fixed_collision_barrier,PART_OF
glass_structure,light_permeable_structure,SELECTION
light_permeable_structure,its,SELECTION
its,mountings,SELECTION
mountings,withstand_the_load_to_which_it_is_normally_subject,SELECTION
withstand_the_load_to_which_it_is_normally_subject,structure,SELECTION
structure,protected_by_a_fixed_collision_barrier,SELECTION
Sentence_f27c9fb4-dc28-494c-a277-a51360cdfdb8,handrail,HAS_ENTITY
Sentence_f27c9fb4-dc28-494c-a277-a51360cdfdb8,its,HAS_ENTITY
Sentence_f27c9fb4-dc28-494c-a277-a51360cdfdb8,ending,HAS_ENTITY
Sentence_f27c9fb4-dc28-494c-a277-a51360cdfdb8,shaped_safely,HAS_ENTITY
Sentence_f27c9fb4-dc28-494c-a277-a51360cdfdb8,continue_past_the_start_and_end_points_of_the_structure,HAS_ENTITY
handrail,its,NECESSITY
its,ending,NECESSITY
ending,shaped_safely,NECESSITY
shaped_safely,continue_past_the_start_and_end_points_of_the_structure,NECESSITY
handrail,its,PART_OF
its,ending,PART_OF
ending,shaped_safely,PART_OF
shaped_safely,continue_past_the_start_and_end_points_of_the_structure,PART_OF
Sentence_511c1a7f-08b9-48ec-aea6-9b749fdf31a1,non_residential_building,HAS_ENTITY
Sentence_511c1a7f-08b9-48ec-aea6-9b749fdf31a1,considering_the_intended_use_and_functional_units_of_the_building_and_distances_in_the_building,HAS_ENTITY
Sentence_511c1a7f-08b9-48ec-aea6-9b749fdf31a1,adequate_number,HAS_ENTITY
Sentence_511c1a7f-08b9-48ec-aea6-9b749fdf31a1,appropriately_located,HAS_ENTITY
Sentence_511c1a7f-08b9-48ec-aea6-9b749fdf31a1,toilet_facilities,HAS_ENTITY
Sentence_511c1a7f-08b9-48ec-aea6-9b749fdf31a1,suitable_for_users_of_wheelchairs_and_walking_frames_with_wheels,HAS_ENTITY
non_residential_building,considering_the_intended_use_and_functional_units_of_the_building_and_distances_in_the_building,NONE
